tconst;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres;averageRating;numVotes
tt0403836;video;Alison Krauss & Union Station Live;Alison Krauss & Union Station Live;0;2003;\N;\N;Musical;9.0;2469
tt0404013;short;The Electric Heartbreaker;The Electric Heartbreaker;0;2000;\N;26;Comedy,Music,Musical;9.1;27
tt0404241;video;Moby 18;Moby 18;0;2003;\N;\N;Musical;7.8;9
tt0405805;tvMovie;Broadway on Broadway;Broadway on Broadway;0;2000;\N;\N;Musical;6.9;56
tt0406501;short;7:35 in the Morning;7:35 de la maÃ±ana;0;2003;\N;8;Musical,Short;7.1;58
tt0406649;tvMovie;A Christmas Carol: The Musical;A Christmas Carol;0;2004;\N;97;Drama,Fantasy,Musical;4.5;21
tt0406677;movie;Cuando los santos vienen marchando;Cuando los santos vienen marchando;0;2004;\N;87;Documentary,Musical;8.2;22
tt0406705;short;Detonate;Detonate;0;2004;\N;7;Musical,Short;6.0;5
tt0406892;movie;Joker;Joker;0;2000;\N;\N;Comedy,Drama,Musical;7.3;34
tt0407137;video;Pure Pleasure 3D;Pure Pleasure 3D;0;2004;\N;75;Musical;5.7;7
tt0407234;movie;Symphony;Symphony;0;2004;\N;\N;Drama,Musical,Romance;7.7;40
tt0408087;tvSeries;In Search of the Partridge Family;In Search of the Partridge Family;0;2004;\N;\N;Documentary,Musical;8.2;6
tt0408236;movie;Sweeney Todd: The Demon Barber of Fleet Street;Sweeney Todd: The Demon Barber of Fleet Street;0;2007;\N;116;Drama,Horror,Musical;7.3;95
tt0408291;video;Underneath Acoustic Live;Underneath Acoustic Live;0;2004;\N;90;Musical;7.9;7
tt0408681;movie;Skymaster;Der var engang en dreng - som fik en lillesÃ¸ster med vinger;0;2006;\N;90;Family,Musical;8.3;805
tt0408896;movie;I Will Survive;I Will Survive;0;2004;\N;102;Comedy,Drama,Musical;6.2;5
tt0409034;movie;Marilyn Hotchkiss' Ballroom Dancing & Charm School;Marilyn Hotchkiss' Ballroom Dancing & Charm School;0;2005;\N;103;Comedy,Drama,Musical;5.3;27
tt0409037;movie;Masikip sa dibdib: The Boobita Rose Story;Masikip sa dibdib: The Boobita Rose Story;0;2004;\N;105;Comedy,Musical;6.3;6
tt0409636;tvSeries;Vale la pena;Vale la pena;0;2001;\N;120;Comedy,Family,Musical;7.2;5
tt0409699;movie;Annie B.;Annie B.;0;2004;\N;\N;Comedy,Musical;7.9;51
tt0409960;short;A Fine Romance;A Fine Romance;0;2004;\N;4;Musical,Short;8.1;136
tt0410004;movie;Burning Dreams;Ge wu zhong guo;0;2003;\N;75;Documentary,Drama,Musical;8.8;6
tt0410212;tvSpecial;Leonard Bernstein: Candide;Leonard Bernstein: Candide;0;2003;\N;116;Music,Musical;8.5;94
tt0410290;tvMovie;Mama no te lo pierdas!;Mama no te lo pierdas!;0;2003;\N;60;Musical;7.9;36
tt0410532;video;RomÃ©o & Juliette: De la haine Ã  l'amour;RomÃ©o & Juliette: De la haine Ã  l'amour;0;2002;\N;140;Drama,Musical,Romance;7.5;13
tt0410642;short;SomlÃ³i galuska;SomlÃ³i galuska;0;2002;\N;15;Comedy,Musical,Romance;7.1;77
tt0411128;short;El asesino de la televisiÃ³n;El asesino de la televisiÃ³n;0;2004;\N;4;Animation,Musical,Short;7.4;25
tt0411292;video;Flaming Pussy: Do You Know That Bad Girls Go to Hell?;Flaming Pussy: Do You Know That Bad Girls Go to Hell?;0;2004;\N;5;Animation,Horror,Musical;8.4;13
tt0411783;short;Push the Button;Push the Button;0;2004;\N;4;Animation,Musical,Short;7.7;9
tt0411885;video;Jonny McGovern: Soccer Practice;Jonny McGovern: Soccer Practice;0;2003;\N;4;Comedy,Music,Musical;6.5;40
tt0412541;movie;Buscando a Reynols;Buscando a Reynols;0;2004;\N;90;Documentary,Musical;7.7;59
tt0413496;video;Workout with a Knockout;Workout with a Knockout;0;2004;\N;\N;Musical;5.4;36
tt0414004;video;The Fathers of Rock 'n Roll;The Fathers of Rock 'n Roll;0;2004;\N;\N;Musical;6.9;206
tt0414137;short;I Like Mike;I Like Mike;0;2004;\N;3;Musical,Short;7.4;22
tt0414722;tvSeries;Besos robados;Besos robados;0;2004;\N;45;Drama,Musical,Romance;7.2;18
tt0415081;tvMovie;Joan of Arc;Johanka z Arku;0;2003;\N;132;Drama,Musical;7.9;15
tt0416394;tvSeries;The Mighty Boosh;The Mighty Boosh;0;2003;2007;30;Comedy,Fantasy,Musical;6.9;30
tt0416618;tvMovie;Broadway Under the Stars;Broadway Under the Stars;0;2004;\N;60;Musical;6.5;20
tt0416722;short;Episcopaliens;Episcopaliens;0;2004;\N;9;Musical,Short;7.2;34
tt0416938;tvMovie;Love Hina Spring Special;Love Hina Spring Special;0;2001;\N;46;Animation,Comedy,Musical;7.5;32
tt0417138;tvMovie;Simon Boccanegra;Simon Boccanegra;0;2002;\N;146;Drama,Musical;8.2;108
tt0417225;movie;Idlewild;Idlewild;0;2006;\N;121;Crime,Drama,Musical;8.0;15
tt0417260;tvMovie;Whatever: A Teenage Musical;Whatever: A Teenage Musical;0;2004;\N;\N;Musical;7.8;5
tt0417388;tvMovie;2004 Festival Calle 8;2004 Festival Calle 8;0;2004;\N;180;Musical;7.5;14
tt0417503;video;Bratz: Passion 4 Fashion - Diamondz;Bratz: Passion 4 Fashion - Diamondz;0;2006;\N;59;Animation,Fantasy,Musical;8.3;6
tt0417720;short;Gode Save the Gouine;Gode Save the Gouine;0;2002;\N;4;Animation,Musical,Short;5.6;9
tt0418362;movie;Will You Marry Me?;Mujhse Shaadi Karogi;0;2004;\N;163;Comedy,Drama,Musical;6.2;6
tt0418598;movie;Chot [Aaj Isko, Kal Tereko];Chot [Aaj Isko, Kal Tereko];0;2004;\N;\N;Action,Crime,Musical;7.5;35
tt0418897;video;Misty Beethoven the Musical!;Misty Beethoven the Musical!;1;2004;\N;127;Adult,Comedy,Musical;7.2;10
tt0419298;short;This Land;This Land;0;2004;\N;2;Animation,Comedy,Musical;8.2;40
tt0419406;video;3 Musketeers - The Musical;3 musketiers - De musical;0;2003;\N;150;Drama,Musical,Romance;5.7;12
tt0419428;movie;Almelund;Almelund;0;2004;\N;83;Comedy,Drama,Musical;6.8;6
tt0419740;tvSpecial;Fama Show Especial;Fama Show Especial;0;2004;\N;90;Musical;8.8;11
tt0419767;short;Gayosity;Gayosity;0;2004;\N;11;Musical,Short;5.6;13
tt0419882;movie;Kimo wa antimo;Kimo wa antimo;0;2004;\N;\N;Comedy,Musical,Romance;7.7;960
tt0420024;tvMovie;Notre Dame de Paris - Live Arena di Verona;Notre Dame de Paris - Live Arena di Verona;0;2002;\N;130;Drama,Music,Musical;7.7;9
tt0420130;short;Ringtone Blues;Ringtone Blues;0;2004;\N;4;Comedy,Musical,Short;6.7;6
tt0420175;movie;Shikaar;Shikaar;0;2004;\N;\N;Action,Musical,Thriller;7.3;166
tt0420310;tvSpecial;Walt Disney World Christmas Day Parade;Walt Disney World Christmas Day Parade;0;2003;\N;120;Family,Musical;5.3;27
tt0420332;movie;Veer-Zaara;Veer-Zaara;0;2004;\N;192;Drama,Family,Musical;7.0;72
tt0420534;tvSpecial;Britney Spears Live from Miami;Britney Spears Live from Miami;0;2004;\N;92;Documentary,Music,Musical;5.6;19
tt0420709;videoGame;Karaoke Revolution Volume 2;Karaoke Revolution Volume 2;0;2004;\N;\N;Musical;7.8;18
tt0420727;movie;Lalon;Lalon;0;2004;\N;120;Drama,Musical;6.6;8
tt0421528;movie;20 Centimeters;20 centÃ­metros;0;2005;\N;112;Comedy,Musical;7.7;7
tt0422511;movie;Jack, the Last Victim;Jack, the Last Victim;0;2005;\N;83;Crime,Horror,Musical;5.5;39
tt0422697;short;Maid;Maid;0;2004;\N;5;Musical,Short;7.6;7
tt0422908;movie;Pammal K. Sambandam;Pammal K. Sambandam;0;2002;\N;155;Comedy,Musical;7.1;16
tt0423087;movie;Rok Sako To Rok Lo;Rok Sako To Rok Lo;0;2004;\N;\N;Adventure,Musical,Romance;8.8;17
tt0423547;tvMovie;The Words and Music of 'Cold Mountain';The Words and Music of 'Cold Mountain';0;2003;\N;93;Musical;4.8;5
tt0424229;movie;Last Ride;Last Ride;0;2004;\N;72;Drama,Musical;6.0;18
tt0424444;video;Simon;Simon;0;2004;\N;117;Comedy,Drama,Musical;6.0;5
tt0424556;short;We Don't Work;We Don't Work;0;2003;\N;\N;Musical,Short;5.9;32
tt0424589;tvSeries;Los 80;Los 80;0;2004;2004;60;Comedy,Drama,Musical;9.6;5
tt0425005;movie;Ergaa ya Said;Ergaa ya Said;0;2005;\N;\N;Comedy,Musical,Romance;6.3;19
tt0425067;movie;Global tango;Global tango;0;2004;\N;46;Documentary,Musical;4.4;5
tt0425416;short;Sacrifice;Sacrifice;0;2005;\N;29;Horror,Musical,Sci-Fi;5.1;11
tt0425610;movie;Vadakkum Nathan;Vadakkum Nathan;0;2006;\N;135;Drama,Musical,Romance;8.2;11
tt0425650;movie;The Widower;The Widower;0;2004;\N;60;Drama,Musical;7.4;12
tt0425679;tvSeries;CÃ³digo F.A.M.A. 2a. ediciÃ³n;CÃ³digo F.A.M.A. 2a. ediciÃ³n;0;2004;\N;\N;Musical;7.5;11
tt0426402;short;Art Thief Musical!;Art Thief Musical!;0;2004;\N;20;Musical,Short;7.7;9
tt0426577;movie;Song of the Dead;Song of the Dead;0;2005;\N;96;Horror,Musical;7.2;8
tt0427327;movie;Hairspray;Hairspray;0;2007;\N;117;Comedy,Drama,Musical;6.1;1376
tt0427931;short;La tartine;La tartine;0;2004;\N;8;Animation,Comedy,Musical;8.0;6
tt0428094;tvSeries;Branson Jubilee;Branson Jubilee;0;2005;2006;60;Musical;9.5;15
tt0428305;tvMovie;Cegada de amor;Cegada de amor;0;2001;\N;\N;Comedy,Musical;8.6;110
tt0428430;movie;CÃ´te d'Azur;CrustacÃ©s & coquillages;0;2005;\N;96;Comedy,Musical,Romance;8.0;10
tt0428797;video;Makin' It;Makin' It;1;2002;\N;116;Adult,Drama,Musical;5.5;26
tt0429297;tvSeries;Acapulco fest 2004;Acapulco fest 2004;0;2004;\N;60;Musical;8.3;80
tt0429784;movie;The Clan;The Clan;0;2005;\N;95;Comedy,Musical;8.0;10
tt0430030;movie;Dobara;Dobara;0;2004;\N;135;Drama,Musical;6.5;8
tt0430240;tvShort;It's Good to Be in D.C.;It's Good to Be in D.C.;0;2004;\N;1;Animation,Comedy,Musical;6.1;8
tt0430318;tvMovie;The Lullaby of Broadway: Opening Night on 42nd Street;The Lullaby of Broadway: Opening Night on 42nd Street;0;2001;\N;\N;Musical;8.0;5
tt0430328;movie;Madhoshi;Madhoshi;0;2004;\N;122;Drama,Musical,Mystery;8.9;7
tt0430597;movie;The Singing Biologist;The Singing Biologist;0;2004;\N;\N;Musical;7.5;17
tt0430702;movie;Tumsa Nahin Dekha;Tumsa Nahin Dekha;0;2004;\N;128;Musical,Romance;7.8;27
tt0430826;video;West Hollywood Story;West Hollywood Story;0;2004;\N;16;Comedy,Musical,Short;8.1;810
tt0430938;short;Cheer Up, Sleepy Jean;Cheer Up, Sleepy Jean;0;2004;\N;8;Comedy,Musical,Short;6.7;19
tt0431863;video;Cleopatra;Kleopatra;0;2003;\N;106;Musical;5.2;188
tt0432188;movie;Vishwa Thulasi;Vishwa Thulasi;0;2004;\N;\N;Drama,Musical,Romance;7.8;8
tt0433605;movie;Dance;Naach;0;2004;\N;150;Drama,Musical,Romance;8.1;37
tt0433678;short;Hollywood;Hollywood;0;2004;\N;12;Drama,Musical,Short;6.9;16
tt0434688;tvSeries;Hanggang kailan;Hanggang kailan;0;2004;2005;\N;Drama,Music,Musical;7.3;83
tt0434691;tvMiniSeries;Joha Al-Masri;Joha Al-Masri;0;2002;\N;\N;Comedy,Fantasy,Musical;6.6;17
tt0435004;tvMovie;Hei me tervataan;Hei me tervataan;0;2004;\N;82;Comedy,Musical;7.2;5
tt0435042;video;Nephi & Laban;I Will Go and Do;0;2003;\N;\N;Musical;4.8;5
tt0435098;videoGame;Karaoke Revolution Volume 3;Karaoke Revolution Volume 3;0;2004;\N;\N;Musical;7.0;11
tt0435390;movie;Shukriya: Till Death Do Us Apart;Shukriya: Till Death Do Us Apart;0;2004;\N;144;Drama,Family,Musical;6.9;15
tt0435477;short;A Trip to the Orphanage;A Trip to the Orphanage;0;2004;\N;4;Drama,Musical,Short;6.5;31
tt0435962;tvSeries;Hit popular;Hit popular;0;2004;\N;\N;Musical;7.5;36
tt0436423;tvShort;In Her Mother's Eyes;In Her Mother's Eyes;0;2001;\N;9;Musical,Short;6.6;16
tt0437245;movie;Ichabod!;Ichabod!;0;2004;\N;70;Family,Musical;8.6;648
tt0437273;movie;Shadow of the Eagle;KaksipÃ¤isen kotkan varjossa;0;2005;\N;113;Drama,History,Musical;7.1;33
tt0437332;short;Minouche;Minouche;0;2001;\N;8;Musical,Short;6.6;7
tt0437407;movie;The Married Woman;Parineeta;0;2005;\N;130;Drama,Musical,Romance;7.4;18
tt0437472;short;Sera di settembre;Sera di settembre;0;2001;\N;3;Musical,Short;8.2;30
tt0438258;tvShort;Musical for millioner;Musical for millioner;0;2002;\N;28;Documentary,Musical,Short;6.7;14
tt0438575;short;West Bank Story;West Bank Story;0;2005;\N;21;Comedy,Musical,Romance;6.4;11
tt0438827;short;Dress Code;Dress Code;0;2004;\N;3;Musical,Short;7.0;27
tt0438851;short;Fold;Fold;0;2004;\N;3;Musical,Short;7.7;314
tt0439017;short;Tralala;Tralala;0;2004;\N;3;Musical,Short;5.2;91
tt0439466;short;Big Babies;Big Babies;0;2004;\N;22;Musical,Short;8.3;108
tt0439567;video;Felix the Cat Saves Christmas;Felix the Cat Saves Christmas;0;2004;\N;71;Animation,Family,Musical;3.8;26
tt0439754;movie;Pyaar Mein Twist;Pyaar Mein Twist;0;2005;\N;123;Comedy,Drama,Musical;7.8;88
tt0439786;short;Ritmo & Furia;Ritmo & Furia;0;2004;\N;25;Action,Musical,Short;4.3;13
tt0439882;movie;The Woman of Ahhs;The Woman of Ahhs;0;2008;\N;\N;Comedy,Drama,Musical;4.1;517
tt0440004;tvShort;AD/BC: A Rock Opera;AD/BC: A Rock Opera;0;2004;\N;30;Comedy,Musical,Short;7.6;7
tt0440192;tvMovie;Celebrate the Sound of Music;Celebrate the Sound of Music;0;2005;\N;60;Documentary,Musical;7.5;8
tt0440708;tvMovie;Pastorelas de Navidad;Pastorelas de Navidad;0;2004;\N;60;Documentary,Musical;7.0;13
tt0440787;tvMovie;Sensualidad grupera;Sensualidad grupera;0;2004;\N;60;Musical;5.9;58
tt0441014;short;Johnny Maybe & the Porn Star;Johnny Maybe & the Porn Star;0;2004;\N;10;Musical,Short;6.3;52
tt0441042;video;Walela: Live in Concert;Walela: Live in Concert;0;2004;\N;60;Musical;7.8;13
tt0441274;tvMovie;La furia de Vicente Fernandez;La furia de Vicente Fernandez;0;2004;\N;60;Documentary,Musical;8.5;26
tt0441321;tvMovie;Itse valtiaat - Urheilumusikaali;Itse valtiaat - Urheilumusikaali;0;2004;\N;45;Animation,Comedy,Musical;6.5;8
tt0441674;movie;Princess Raccoon;Operetta tanuki goten;0;2005;\N;111;Comedy,Fantasy,Musical;6.7;40
tt0441913;movie;In Tune with the Time;Ã takt viÃ° tÃ­mann;0;2004;\N;95;Comedy,Musical;8.2;185
tt0441948;tvSeries;Search for a Star in a Million;Search for a Star in a Million;0;2005;\N;\N;Game-Show,Music,Musical;6.9;28
tt0442749;tvMovie;Blue Rodeo: Palace of Gold;Blue Rodeo: Palace of Gold;0;2002;\N;46;Musical;4.3;2362
tt0442753;movie;Cerro do Jarau;Cerro do Jarau;0;2005;\N;86;Action,Comedy,Musical;6.6;86931
tt0443057;movie;Iberia;Iberia;0;2005;\N;99;Documentary,Musical;8.0;30
tt0443489;movie;Dreamgirls;Dreamgirls;0;2006;\N;130;Drama,Music,Musical;7.5;2023
tt0443569;tvShort;Library Majnu;Library Majnu;0;2005;\N;10;Musical,Short;5.8;16
tt0443766;tvMovie;Paris romance;Paris romance;0;2004;\N;\N;Documentary,Musical;7.9;18
tt0444696;short;Still Water;Stille Wasser;0;2005;\N;15;Comedy,Drama,Musical;8.1;44
tt0444874;movie;Main Aisa Hi Hoon;Main Aisa Hi Hoon;0;2005;\N;162;Drama,Family,Musical;8.5;15
tt0445760;movie;The Wayward Cloud;Tian bian yi duo yun;0;2005;\N;114;Comedy,Drama,Musical;6.5;1420
tt0445776;movie;U-Carmen eKhayelitsha;U-Carmen eKhayelitsha;0;2005;\N;122;Drama,Musical,Romance;6.3;247
tt0445974;movie;Glorious Mail;Glorious Mail;0;2005;\N;85;Comedy,Musical;6.4;37
tt0446312;movie;The 2 Sides of the Bed;Los 2 lados de la cama;0;2005;\N;104;Comedy,Musical,Romance;9.3;9
tt0446434;video;Plastilina Mosh: Nalguita;Plastilina Mosh: Nalguita;0;2005;\N;4;Comedy,Crime,Musical;7.6;16
tt0446439;movie;Priyamana Thozhi;Priyamana Thozhi;0;2003;\N;149;Drama,Musical,Romance;7.8;70
tt0446651;videoGame;American Idol;American Idol;0;2002;\N;\N;Musical;6.9;8
tt0446703;tvMovie;La gran noche de Juan Gabriel;La gran noche de Juan Gabriel;0;2004;\N;91;Musical;8.2;5
tt0446817;tvMiniSeries;Bir yildiz tutuldu;Bir yildiz tutuldu;0;2003;\N;60;Comedy,Drama,Musical;8.4;9
tt0447235;movie;Kiss Kis Ko;Kiss Kis Ko;0;2004;\N;119;Musical;6.4;7
tt0447257;movie;Little John;Little John;0;2001;\N;126;Action,Fantasy,Musical;8.4;30
tt0447521;tvMovie;"Vicente Fernandez; La trayectoria";"Vicente Fernandez; La trayectoria";0;2004;\N;60;Documentary,Musical;7.7;22
tt0447589;tvSeries;Today Is Maria's Day;Hoje Ã© Dia de Maria;0;2005;2005;\N;Drama,Fantasy,Musical;7.6;10
tt0448404;movie;CamarÃ³n: When Flamenco Became Legend;CamarÃ³n;0;2005;\N;119;Biography,Drama,Musical;5.6;136
tt0448960;tvSeries;Gimme the Mike;Gimme the Mike;0;2003;2005;30;Musical;6.4;18
tt0449189;movie;Banaras;Banaras;0;2006;\N;122;Drama,Musical;6.9;39
tt0449306;movie;Lucky: No Time for Love;Lucky: No Time for Love;0;2005;\N;180;Drama,Musical,Romance;7.7;15
tt0449499;tvSeries;Grandi domani;Grandi domani;0;2005;\N;\N;Musical,Romance;9.0;21
tt0449585;short;Dog Given Rights;Dog Given Rights;0;2003;\N;10;Comedy,Musical,Short;9.7;4293
tt0449848;video;Bobby Darin Singing at His Best;Bobby Darin Singing at His Best;0;2004;\N;55;Musical;6.8;43
tt0449903;video;Dean Martin: Memories Are Made of This;Dean Martin: Memories Are Made of This;0;2003;\N;50;Musical;4.7;63
tt0449913;video;Dorothy Dandridge: Singing at Her Best;Dorothy Dandridge: Singing at Her Best;0;2003;\N;60;Musical;7.0;15
tt0449965;movie;Hanan;Hanan;0;2004;\N;127;Action,Drama,Musical;6.2;15
tt0450235;video;Acorn Antiques: The Musical;Acorn Antiques: The Musical;0;2006;\N;157;Comedy,Drama,Musical;6.2;5
tt0450317;tvMovie;Das Rheingold;Das Rheingold;0;2003;\N;153;Musical;7.7;138
tt0450519;tvMovie;Vechera na khutore bliz Dikanki;Vechera na khutore bliz Dikanki;0;2001;\N;91;Comedy,Fantasy,Musical;6.6;21
tt0450850;movie;Tango salÃ³n, confiterÃ­a La Ideal;Tango salÃ³n, confiterÃ­a La Ideal;0;2004;\N;70;Documentary,Musical;5.7;17
tt0450997;movie;Boss'n Up;Boss'n Up;0;2005;\N;88;Drama,Musical;8.6;8
tt0451066;short;The Girl I Used to See Who Stole My Love from Me;The Girl I Used to See Who Stole My Love from Me;0;2003;\N;15;Comedy,Musical,Short;7.9;8
tt0451239;tvSpecial;Tracey Ullman: Live and Exposed;Tracey Ullman: Live and Exposed;0;2005;\N;75;Comedy,Documentary,Musical;8.4;12
tt0451833;movie;No Entry;No Entry;0;2005;\N;158;Comedy,Drama,Musical;7.4;28
tt0452213;tvMiniSeries;FÃ©lix Leclerc;FÃ©lix Leclerc;0;2005;\N;180;Drama,Musical;7.6;141
tt0452651;movie;Memoryman 1;Memoryman 1;0;2005;\N;120;Musical;8.0;464
tt0452720;tvSeries;Floribella;Floribella;0;2005;2006;\N;Family,Fantasy,Musical;6.4;13
tt0452827;video;Ninjatune Recordings Zen TV;Ninjatune Recordings Zen TV;0;2004;\N;156;Musical;6.5;21
tt0454616;video;Kurt Carr Project: One Church;Kurt Carr Project: One Church;0;2005;\N;\N;Documentary,Musical;7.4;11
tt0454914;movie;Perhaps Love;Ru guo Â· Ai;0;2005;\N;108;Drama,Musical,Romance;4.9;1206
tt0454982;short;Who's the Top?;Who's the Top?;0;2005;\N;22;Comedy,Musical,Short;7.4;7
tt0455364;short;The Butcher and the Housewife;The Butcher and the Housewife;0;2005;\N;19;Comedy,Musical,Short;8.6;33
tt0455449;short;Easter Sunday;Easter Sunday;0;2005;\N;14;Drama,Musical,Short;6.7;101
tt0455601;short;Little Red Jiving Hood;Little Red Jiving Hood;0;2005;\N;11;Musical,Short;6.7;21
tt0455638;video;Moonlight Serenade;Moonlight Serenade;0;2009;\N;91;Drama,Musical,Romance;8.1;9
tt0455744;short;Second Term;Second Term;0;2005;\N;2;Animation,Comedy,Musical;8.5;71
tt0455758;movie;Si sos brujo: A Tango Story;Si sos brujo: una historia de tango;0;2005;\N;79;Documentary,Musical;5.7;61
tt0456063;short;Ella;Ella;0;2002;\N;20;Comedy,Musical,Short;7.5;1765
tt0456077;video;That's Entertainment!: The Masters Behind the Musicals;That's Entertainment!: The Masters Behind the Musicals;0;2004;\N;38;Documentary,Musical,Short;8.6;5
tt0456080;tvMovie;On Eagles Wing;On Eagles Wing;0;2005;\N;\N;Musical;5.5;8
tt0456122;movie;Os Desafinados;Os Desafinados;0;2008;\N;139;Drama,Musical;6.6;5
tt0456481;movie;Sweetheart;Jaan-E-Mann: Let's Fall in Love... Again;0;2006;\N;165;Drama,Musical,Romance;6.7;7
tt0456591;movie;Pepot Superstar;Pepot Artista;0;2005;\N;110;Comedy,Drama,Musical;6.8;209
tt0456859;tvMovie;Blacklight Dreams: The 25 Years of the Famous People Players;Blacklight Dreams: The 25 Years of the Famous People Players;0;2000;\N;\N;Musical;6.7;25
tt0456974;tvMovie;Hercules;Hercules;0;2005;\N;190;Drama,Musical;7.2;6
tt0457121;tvMovie;Le rossignol;Le rossignol;0;2005;\N;50;Fantasy,Music,Musical;8.8;5
tt0457218;tvSeries;20 to 1;20 to 1;0;2000;2001;\N;Musical;6.9;70
tt0457408;video;Masada: Live at Tonic 1999;Masada: Live at Tonic 1999;0;2004;\N;\N;Musical;7.6;27
tt0457559;tvMovie;Burnt Toast;Burnt Toast;0;2005;\N;60;Comedy,Musical;5.4;17
tt0457601;movie;David & Goliath;David & Goliath;0;2005;\N;66;Drama,Family,Musical;6.9;11
tt0457623;movie;La trÃ¨s chÃ¨re indÃ©pendance du Haut Karabagh;La trÃ¨s chÃ¨re indÃ©pendance du Haut Karabagh;0;2005;\N;52;Documentary,Musical,War;7.4;10
tt0458496;short;The Stranger;The Stranger;0;2005;\N;7;Musical,Short;7.3;13
tt0459125;video;Pulp Anthology;Pulp Anthology;0;2002;\N;192;Musical;5.5;12
tt0459205;movie;Sri Ramadasu;Sri Ramadasu;0;2006;\N;\N;Biography,Musical;9.8;79
tt0459212;video;Pretty Soldier Sailor Moon, 10th Anniversary Festival: Ai no sanctuary;Pretty Soldier Sailor Moon, 10th Anniversary Festival: Ai no sanctuary;0;2002;\N;139;Musical;8.2;12
tt0459495;tvMovie;Les Paladins;Les Paladins;0;2005;\N;204;Comedy,Fantasy,Musical;7.4;13
tt0459559;tvMovie;La sylphide;La sylphide;0;2004;\N;\N;Fantasy,Musical,Romance;9.0;8
tt0460264;tvShort;Music Is a Joke!;Music Is a Joke!;0;2003;\N;23;Comedy,Musical,Short;7.0;6
tt0460364;tvSeries;Hello Franceska;Annyeong, Peurancheseuka;0;2005;2006;45;Comedy,Fantasy,Musical;6.0;7
tt0460532;movie;Popsa;Popsa;0;2005;\N;111;Drama,Musical;6.3;7
tt0460885;tvMovie;Nomade Ute Lemper;Nomade Ute Lemper;0;2003;\N;135;Musical;8.1;10
tt0461031;video;Keb' Mo': Sessions at West 54th;Keb' Mo': Sessions at West 54th;0;2000;\N;75;Musical;5.6;5
tt0461062;movie;Holiday;Holiday;0;2006;\N;\N;Drama,Musical,Romance;8.5;58
tt0461398;tvMovie;Tout le monde ELA;Tout le monde ELA;0;2005;\N;\N;Musical;8.2;16
tt0461761;movie;Dear Sharon: The Wish Upon a Mega Birthday Special;Dear Sharon: The Wish Upon a Mega Birthday Special;0;2005;\N;\N;Musical;6.2;8
tt0461776;tvSpecial;Geniales: Arturo FernÃ¡ndez;Geniales: Arturo FernÃ¡ndez;0;2005;\N;\N;Musical;4.1;7
tt0461910;movie;Bolletjes blues!;Bolletjes blues!;0;2006;\N;92;Music,Musical,Romance;8.2;25
tt0461918;movie;BÃ¸lle Bob og Smukke Sally;BÃ¸lle Bob og Smukke Sally;0;2005;\N;72;Family,Musical;9.7;9
tt0461959;video;The Gondoliers;The Gondoliers;0;2004;\N;\N;Musical;2.4;5
tt0462025;video;Ruddygore;Ruddygore;0;2004;\N;\N;Musical;6.2;5
tt0462365;movie;It Could Be You;It Could Be You;0;2005;\N;\N;Comedy,Musical;7.3;18
tt0462485;movie;Poultrygeist: Night of the Chicken Dead;Poultrygeist: Night of the Chicken Dead;0;2006;\N;103;Comedy,Horror,Musical;7.9;9
tt0462500;tvMovie;Rappin' at the Royal;Rappin' at the Royal;0;2005;\N;110;Documentary,Musical;4.2;10
tt0462507;video;Rhythm City Volume One: Caught Up;Rhythm City Volume One: Caught Up;0;2005;\N;90;Drama,Musical,Romance;9.8;82
tt0463292;short;Charm;Charm;0;2004;\N;11;Comedy,Musical,Romance;6.7;11
tt0463600;movie;Mayookham;Mayookham;0;2005;\N;\N;Drama,Musical,Romance;8.1;36
tt0463964;short;Disparait, v.;Disparait, v.;0;2005;\N;5;Musical,Romance,Sci-Fi;7.4;8
tt0464310;short;What Were You Thinking;What Were You Thinking;0;2005;\N;10;Musical,Short;9.9;7
tt0464925;short;Cut;Cut;0;2005;\N;13;Comedy,Musical,Short;7.6;7
tt0465473;video;Get Thee Behind Me!;Get Thee Behind Me!;0;2005;\N;106;Musical;6.3;21
tt0465599;tvMovie;Selena Â¡vive!;Selena Â¡vive!;0;2005;\N;190;Musical;7.4;9
tt0466105;tvMovie;REC featuring Amigos Invisibles;REC featuring Amigos Invisibles;0;2000;\N;\N;Musical;6.4;97
tt0466242;tvMovie;Of Angels and Light;Of Angels and Light;0;2005;\N;45;Musical;8.0;77
tt0466254;tvMovie;Sinterklaas pakt uit;Sinterklaas pakt uit;0;2004;\N;71;Comedy,Family,Musical;7.7;6
tt0466354;short;The Adventures of Roman Pilgrim;The Adventures of Roman Pilgrim;0;2005;\N;29;Musical,Short;7.3;7
tt0466414;tvSeries;Estudio 2;Estudio 2;0;2005;\N;60;Musical;7.8;12
tt0466553;movie;Golapi Ekhon Bilatey;Golapi Ekhon Bilatey;0;2010;\N;\N;Musical;7.0;9
tt0466576;movie;Say Cheese, Elohim;Say Cheese, Elohim;0;2002;\N;\N;Musical;9.2;12
tt0466582;short;The Sound of Football;The Sound of Football;0;2004;\N;14;Comedy,Musical,Short;8.0;24
tt0466702;video;Blackmore's Night: Castles & Dreams;Blackmore's Night: Castles & Dreams;0;2005;\N;115;Musical;8.6;5
tt0467025;short;TanzmÃ¤use;TanzmÃ¤use;0;2004;\N;18;Musical,Short;6.8;6
