tconst;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres;averageRating;numVotes
tt0338639;tvSeries;Un paso adelante;Un paso adelante;0;2002;2005;50;Comedy,Drama,Musical;7.4;44
tt0339034;movie;From Justin to Kelly;From Justin to Kelly;0;2003;\N;81;Comedy,Musical,Romance;6.8;11
tt0339088;video;El grosso concerto;El grosso concerto;0;2001;\N;120;Comedy,Musical;7.8;91
tt0339103;short;Harmonic Distortion;Harmonic Distortion;0;2002;\N;18;Drama,Musical,Short;6.7;73
tt0339491;short;Paradisco;Paradisco;0;2002;\N;17;Musical,Romance,Short;8.6;8
tt0339771;movie;Temptation;Temptation;0;2004;\N;\N;Musical;8.1;11
tt0340883;movie;Open House;Open House;0;2004;\N;95;Musical;7.5;33
tt0341134;tvSeries;Tiny Singers;La banda de CantaniÃ±o;0;2002;\N;60;Family,Musical;7.0;166
tt0342167;movie;Camp;Camp;0;2003;\N;114;Comedy,Drama,Musical;8.2;20
tt0343382;tvShort;Atom Ant;Atom Ant;0;2000;\N;3;Animation,Musical,Short;7.5;30
tt0343530;short;Christmas Tauntauns;Christmas Tauntauns;0;2002;\N;3;Animation,Family,Musical;7.7;38
tt0344626;tvSeries;Bituin;Bituin;0;2002;\N;\N;Drama,Musical;7.9;35
tt0344859;movie;Cinder Rock'n Rella;Askepop - The Movie;0;2003;\N;82;Comedy,Family,Musical;8.0;51
tt0345154;tvMovie;Duetto amoroso;Duetto amoroso;0;2002;\N;\N;Drama,Musical,Mystery;7.8;9
tt0345351;movie;Green Lights;Green Lights;0;2002;\N;92;Comedy,Drama,Musical;8.4;8
tt0345466;movie;Just Another Story;Just Another Story;0;2003;\N;100;Comedy,Drama,Musical;8.1;10
tt0345725;tvMovie;Maurice Bejart's Nutcracker;Maurice Bejart's Nutcracker;0;2000;\N;102;Music,Musical;7.3;79
tt0345898;short;SchlagZeilenLife;SchlagZeilenLife;0;2002;\N;9;Documentary,Musical,Short;8.2;9
tt0346355;tvSeries;La noche mÃ¡s larga;La noche mÃ¡s larga;0;2000;\N;\N;Documentary,Musical;7.0;9
tt0346371;tvSeries;Povuci rucnu;Povuci rucnu;0;2002;\N;\N;Comedy,Musical;7.4;5
tt0346507;movie;Andaaz;Andaaz;0;2003;\N;145;Drama,Musical,Romance;7.2;447
tt0346571;movie;Vivir intentando;Vivir intentando;0;2003;\N;95;Family,Musical;8.8;213
tt0346786;movie;Come se fosse amore;Come se fosse amore;0;2002;\N;88;Comedy,Musical;6.9;55
tt0347187;movie;Home Alone da Riber;Home Alone da Riber;0;2002;\N;105;Comedy,Drama,Musical;7.4;44
tt0347264;tvMovie;Itse valtiaat - Avaruusmusikaali;Itse valtiaat - Avaruusmusikaali;0;2002;\N;45;Animation,Comedy,Musical;7.9;42
tt0347465;tvSpecial;Magiaa mahantÃ¤ydeltÃ¤;Magiaa mahantÃ¤ydeltÃ¤;0;2002;\N;76;Comedy,Musical;4.6;85
tt0347625;tvEpisode;New York Philharmonic All-Gershwin New Year's Eve Concert;New York Philharmonic All-Gershwin New Year's Eve Concert;0;2002;\N;110;Music,Musical;7.4;11
tt0347685;short;Nuts & Bolts;Hochbetrieb;0;2003;\N;6;Action,Comedy,Musical;5.3;6
tt0348190;movie;Tere Liye;Tere Liye;0;2001;\N;138;Drama,Family,Musical;7.3;10
tt0348629;short;Journey Across India;Journey Across India;0;2007;\N;40;Adventure,Musical,Short;6.8;5
tt0348981;tvSeries;Podijum;Podijum;0;2002;2003;30;Comedy,Musical;8.3;66
tt0349110;short;Aulnay Need Is Love;Aulnay Need Is Love;0;2003;\N;19;Musical,Short;7.9;63
tt0349117;short;Bach en Zaraza;Bach en Zaraza;0;2002;\N;23;Musical,Short;7.9;50
tt0349152;video;Blowin' Me Up;Blowin' Me Up;0;2002;\N;4;Musical,Short;6.1;10
tt0349157;video;Boogie with the Undead;Boogie with the Undead;0;2003;\N;\N;Comedy,Horror,Musical;7.9;174
tt0349420;video;Fables de ma fontaine;Fables de ma fontaine;0;2002;\N;\N;Musical;6.5;10
tt0349554;short;Hier bei mir;Hier bei mir;0;2002;\N;25;Drama,Musical,Romance;7.6;16
tt0349679;movie;Khwahish;Khwahish;0;2003;\N;152;Drama,Musical,Romance;7.9;109
tt0350240;movie;Tusong Twosome;Tusong Twosome;0;2001;\N;\N;Action,Comedy,Musical;4.5;6
tt0351012;movie;El gran Gato;El gran Gato;0;2003;\N;105;Biography,Documentary,Musical;5.8;41
tt0351025;tvMovie;H.M.S. Pinafore;H.M.S. Pinafore;0;2001;\N;\N;Comedy,Musical,Romance;6.6;54
tt0351054;tvSpecial;Highlights from Iolanthe;Highlights from Iolanthe;0;2000;\N;\N;Musical;8.1;53
tt0351296;tvMovie;The Man from Snowy River: Arena Spectacular;The Man from Snowy River: Arena Spectacular;0;2003;\N;101;Comedy,Drama,Musical;7.7;274
tt0351844;video;Together Again: A Tribute to Kenneth Sandford, John Reed, and Thomas Round;Together Again: A Tribute to Kenneth Sandford, John Reed, and Thomas Round;0;2000;\N;\N;Music,Musical;7.1;49
tt0351872;tvMovie;Trial by Jury;Trial by Jury;0;2000;\N;\N;Comedy,Musical;7.1;57
tt0351881;movie;Tulekummardajad;Tulekummardajad;0;2000;\N;51;Documentary,Musical;7.2;54
tt0352047;tvSeries;Family Affairs;Costumbres argentinas;0;2003;\N;60;Comedy,Family,Musical;6.6;45
tt0352489;movie;Kash... Aap Hamare Hote;Kash... Aap Hamare Hote;0;2003;\N;\N;Family,Musical,Romance;6.4;36
tt0352925;movie;Tongan Ninja;Tongan Ninja;0;2002;\N;83;Action,Comedy,Musical;6.6;5
tt0352977;tvMovie;Matka Reimsiin;Matka Reimsiin;0;2003;\N;\N;Comedy,Musical;5.7;6
tt0353080;tvSeries;Musirama;Musirama;0;2002;\N;\N;Comedy,Musical;6.7;15
tt0353669;short;Little Dickie;Little Dickie;0;2002;\N;7;Comedy,Musical,Short;8.0;11
tt0353725;movie;Meesha Madhavan;Meesha Madhavan;0;2002;\N;165;Comedy,Drama,Musical;8.5;16
tt0353751;short;Monty Python & the Holy Grail in Lego;Monty Python & the Holy Grail in Lego;0;2001;\N;2;Animation,Comedy,Musical;6.4;5
tt0354273;tvSeries;Bhagavatham;Bhagavatham;0;2003;\N;\N;Drama,Musical;7.4;21
tt0354405;movie;Bas Yun Hi;Bas Yun Hi;0;2003;\N;\N;Comedy,Musical,Romance;7.7;7
tt0354684;movie;Koi ni utaeba;Koi ni utaeba;0;2002;\N;\N;Comedy,Fantasy,Musical;6.5;6
tt0354922;movie;Snegithiye;Snegithiye;0;2000;\N;154;Drama,Musical,Mystery;6.9;17
tt0355054;tvMovie;Zivot je mars;Zivot je mars;0;2003;\N;50;Musical;5.6;9
tt0355198;short;Angeli;Angeli;0;2002;\N;15;Animation,Musical,Short;8.0;14
tt0356601;video;FantasÃ­as animadas;FantasÃ­as animadas;0;2002;\N;12;Animation,Musical,Short;8.3;974
tt0356647;movie;Gloria;Gloria;0;2000;\N;\N;Drama,Musical;7.9;801
tt0356670;video;Hakosem 2000!;Hakosem 2000!;0;2000;\N;60;Family,Musical;6.5;10
tt0356902;movie;Monalisa;Monalisa;0;2002;\N;\N;Musical;7.8;39
tt0356904;movie;Hoedown Showdown;Monpleng luktung F.M.;0;2002;\N;115;Comedy,Musical;7.7;39
tt0356999;movie;Not on the Lips;Pas sur la bouche;0;2003;\N;115;Comedy,Musical,Romance;6.7;6
tt0357033;movie;Seville, Southside;PolÃ­gono Sur;0;2003;\N;110;Documentary,Drama,Musical;6.6;5
tt0357498;video;Blue's Big News: The Baby's Here!;Blue's Big News: The Baby's Here!;0;2001;\N;51;Animation,Family,Musical;8.0;1740
tt0357554;tvShort;Cogip 2000;Cogip 2000;0;2003;\N;3;Comedy,Musical,Short;7.7;2679
tt0357874;tvShort;Luminen rakkaus;Luminen rakkaus;0;2003;\N;30;Musical,Romance,Short;7.9;14
tt0357905;movie;Minnale;Minnale;0;2001;\N;171;Comedy,Drama,Musical;7.6;14
tt0357908;movie;Miss Mohini;Miss Mohini;0;2002;\N;\N;Musical;6.1;15
tt0358074;tvShort;Restauratec;Restauratec;0;2002;\N;3;Comedy,Musical,Short;7.5;75
tt0358783;short;Â¿Te dije que te quiero?;Â¿Te dije que te quiero?;0;2002;\N;11;Musical,Short;5.7;1199
tt0358858;tvSeries;Masayang tanghali bayan!;Masayang tanghali bayan!;0;2003;\N;\N;Comedy,Game-Show,Musical;8.4;2758
tt0359018;movie;Boca de fresa;Boca de fresa;0;2003;\N;99;Comedy,Musical,Romance;7.8;1110
tt0359896;movie;Requiem: Musica in Tempore Belli;Requiem: Musica in Tempore Belli;0;2001;\N;\N;Documentary,Musical;8.2;25
tt0360240;short;El Ãºltimo copetÃ­n;El Ãºltimo copetÃ­n;0;2001;\N;10;Musical,Short;6.7;105
tt0361006;movie;Soy tu aventura;Soy tu aventura;0;2003;\N;110;Comedy,Musical;6.9;22
tt0361411;movie;Bride & Prejudice;Bride & Prejudice;0;2004;\N;122;Comedy,Drama,Musical;7.8;5
tt0361498;movie;Death of a Dynasty;Death of a Dynasty;0;2003;\N;92;Comedy,Musical;7.8;10
tt0361584;video;Eskimo;Eskimo;0;2003;\N;40;Musical,Short;7.8;66
tt0361696;movie;Raise Your Voice;Raise Your Voice;0;2004;\N;107;Family,Music,Musical;6.1;7
tt0362107;movie;S Club Seeing Double;S Club Seeing Double;0;2003;\N;91;Comedy,Drama,Musical;7.6;25
tt0362522;tvMovie;Cox and Box;Cox and Box;0;2001;\N;\N;Comedy,Musical;7.6;19
tt0362769;tvMovie;Iolanthe;Iolanthe;0;2002;\N;\N;Comedy,Musical,Romance;7.4;8
tt0362821;short;Life on a String;Life on a String;0;2002;\N;10;Musical,Short;7.2;15
tt0363040;short;S.U.V. Driving Lady;S.U.V. Driving Lady;0;2001;\N;5;Comedy,Musical,Short;7.0;116
tt0363365;tvSeries;Little House of Light;RincÃ³n de luz;0;2003;\N;60;Comedy,Family,Musical;5.8;9
tt0363494;video;C'est beau une ville la nuit;C'est beau une ville la nuit;0;2003;\N;\N;Musical;8.5;880
tt0364102;short;Vier Brillen Blues;Vier Brillen Blues;0;2001;\N;23;Comedy,Musical,Short;8.2;48
tt0364664;short;A Single Rose;A Single Rose;0;2003;\N;\N;Drama,Musical,Short;6.9;10
tt0364814;tvMiniSeries;Harmonium;Harmonium;0;2003;\N;\N;Drama,Musical;5.8;6
tt0365531;movie;Mundo civilizado;Mundo civilizado;0;2003;\N;100;Documentary,Musical;6.1;7
tt0365609;movie;Pakners;Pakners;0;2003;\N;\N;Action,Comedy,Musical;7.1;7
tt0365641;video;The Pirates of Penzance;The Pirates of Penzance;0;2001;\N;148;Comedy,Musical;8.6;20
tt0365661;movie;Pun rock nah yon;Pun rock nah yon;0;2003;\N;105;Comedy,Musical;6.7;7
tt0365758;movie;Sing-galing;Sing-galing;0;2000;\N;\N;Comedy,Musical;5.1;14
tt0366200;video;Autour de la guitare, Olympia 2000;Autour de la guitare, Olympia 2000;0;2001;\N;\N;Documentary,Musical;8.2;5
tt0366478;short;Frequency Zero;Frequency Zero;0;2003;\N;\N;Drama,Musical,Short;5.8;6
tt0366514;tvMovie;Ghosts of Christmas Past;Ghosts of Christmas Past;0;2002;\N;\N;Family,Musical;6.0;5
tt0366630;movie;Janasheen;Janasheen;0;2003;\N;162;Action,Drama,Musical;7.8;5
tt0366700;tvShort;Langs i KÃ¸ffenhavn;Langs i KÃ¸ffenhavn;0;2002;\N;\N;Musical,Short;7.1;12
tt0366761;movie;Meenaxi: Tale of 3 Cities;Meenaxi: Tale of 3 Cities;0;2004;\N;\N;Drama,Musical,Romance;7.9;152
tt0366800;movie;The Music of Erica Zann;The Music of Erica Zann;0;2002;\N;60;Drama,Musical;4.0;5
tt0366816;movie;Ennaku 20 Unakku 18;Ennaku 20 Unakku 18;0;2003;\N;\N;Drama,Musical,Romance;7.5;8
tt0366996;movie;The Saddest Music in the World;The Saddest Music in the World;0;2003;\N;100;Comedy,Musical;9.0;31
tt0367076;video;SolidaritÃ© inondations;SolidaritÃ© inondations;0;2003;\N;\N;Documentary,Music,Musical;8.2;26
tt0367091;movie;Starlight Express 3D;Starlight Express 3D;0;2003;\N;\N;Action,Fantasy,Musical;8.3;27
tt0367245;tvMovie;Wuthering Heights;Wuthering Heights;0;2003;\N;90;Drama,Musical,Romance;8.5;35
tt0367260;video;Zazie: Ze live;Zazie: Ze live;0;2003;\N;\N;Documentary,Music,Musical;8.7;46
tt0367527;short;Baking Lessons;Baking Lessons;0;2002;\N;6;Comedy,Musical,Short;7.4;72
tt0367554;video;Blue's Clues: Meet Joe!;Blue's Clues: Meet Joe!;0;2002;\N;53;Animation,Family,Musical;8.6;5
tt0367871;movie;I'm Dying;I'm Dying;0;2002;\N;\N;Drama,Musical;7.1;13
tt0367980;movie;Lolo's Child;Lolo's Child;0;2002;\N;\N;Drama,Musical;8.2;25
tt0368032;short;Il mio umore;Il mio umore;0;2000;\N;2;Drama,Musical,Short;7.6;8
tt0368222;movie;Romance & Cigarettes;Romance & Cigarettes;0;2005;\N;105;Comedy,Musical,Romance;7.3;216
tt0368391;videoGame;Unison;Unison;0;2000;\N;\N;Comedy,Musical;8.2;47
tt0368869;tvMovie;Mistinguett, la derniÃ¨re revue;Mistinguett, la derniÃ¨re revue;0;2001;\N;150;Musical;7.5;15
tt0368937;tvMovie;La pÃ©richole, la chanteuse et le dictateur;La pÃ©richole, la chanteuse et le dictateur;0;2000;\N;135;Comedy,Music,Musical;9.3;14
tt0368951;short;The Rockstar Inside;The Rockstar Inside;0;2003;\N;\N;Comedy,Drama,Musical;7.1;12
tt0369045;short;Violet;Violet;0;2002;\N;8;Fantasy,Musical,Romance;6.0;6
tt0369156;tvSeries;RÃ­ RÃ¡;RÃ­ RÃ¡;0;2002;\N;\N;Comedy,Musical;7.5;24
tt0369316;short;Castanho;Castanho;0;2002;\N;\N;Musical,Short;7.6;51
tt0369377;short;Dual;Dual;0;2002;\N;12;Comedy,Musical,Short;6.8;152
tt0369729;video;The Mikado;The Mikado;0;2001;\N;144;Comedy,Musical;7.0;22
tt0369945;tvSpecial;Smokey Joe's Cafe: The Songs of Leiber and Stoller;Smokey Joe's Cafe: The Songs of Leiber and Stoller;0;2002;\N;105;Musical;7.1;7
tt0369982;tvMovie;Sound Affects;Sound Affects;0;2000;\N;\N;Musical;8.3;20
tt0370106;tvSeries;El arca de Caramelito;El arca de Caramelito;0;2003;\N;\N;Family,Musical;6.4;5
tt0370107;tvSeries;Back Home;Bazgasht be khane;0;2000;\N;21;Drama,Family,Musical;6.2;5
tt0371025;tvShort;Blessing;Nyayesh;0;2000;\N;\N;Fantasy,Musical,Short;7.5;23
tt0371494;tvSeries;Vivo cantando;Vivo cantando;0;2003;\N;120;Game-Show,Musical;8.2;52
tt0371526;tvMovie;Amahl and the Night Visitors;Amahl and the Night Visitors;0;2002;\N;\N;Musical;7.9;51
tt0371868;video;Os Paralamas do Sucesso - Longo Caminho;Os Paralamas do Sucesso - Longo Caminho;0;2002;\N;45;Musical;7.9;7
tt0371924;movie;Sadanandante Samayam;Sadanandante Samayam;0;2003;\N;\N;Musical,Romance;5.4;5
tt0372343;movie;Interesting Men;Interesnye muzhchiny;0;2003;\N;100;Drama,Musical;8.9;728
tt0372995;short;How 'bout This;How 'bout This;0;2003;\N;10;Comedy,Musical,Short;7.5;6
tt0373096;short;Little Girl with Blue Eyes;Little Girl with Blue Eyes;0;2002;\N;6;Adventure,Animation,Musical;7.0;7
tt0373331;short;Something More;Something More;0;2003;\N;\N;Comedy,Musical,Short;6.9;9
tt0373411;tvMovie;L'ultima rÃ©cital, les adieux irrÃ©vocables;L'ultima rÃ©cital, les adieux irrÃ©vocables;0;2003;\N;\N;Musical;9.0;52
tt0373876;short;Gretchen Brettschneider Skirts Thirty;Gretchen Brettschneider Skirts Thirty;0;2003;\N;15;Comedy,Family,Musical;7.1;11
tt0374001;movie;To Be a Star;To Be a Star;0;2003;\N;95;Comedy,Drama,Musical;7.1;23
tt0374246;short;Storyboard in A Major;Storyboard in A Major;0;2003;\N;\N;Musical,Short;7.7;133
tt0374783;movie;Jack Paradise (Les nuits de MontrÃ©al);Jack Paradise (Les nuits de MontrÃ©al);0;2004;\N;90;Musical;8.1;65
tt0374887;movie;Munna Bhai M.B.B.S.;Munna Bhai M.B.B.S.;0;2003;\N;156;Comedy,Drama,Musical;7.3;13
tt0374923;movie;Preaching to the Choir;On the One;0;2005;\N;103;Comedy,Drama,Musical;7.6;11
tt0375490;tvSeries;Verano 3;Verano 3;0;2003;\N;150;Comedy,Musical;6.8;52
tt0375880;movie;Kaadhal Konden;Kaadhal Konden;0;2003;\N;150;Drama,Musical,Thriller;7.6;282
tt0375962;short;Meant to Be;Meant to Be;0;2003;\N;9;Drama,Musical,Romance;7.0;37
tt0376003;movie;New;New;0;2004;\N;200;Comedy,Drama,Musical;7.8;20
tt0376089;short;Pretty Dead Girl;Pretty Dead Girl;0;2004;\N;25;Comedy,Musical,Romance;6.6;15
tt0376090;tvMovie;Princess Ida;Princess Ida;0;2003;\N;\N;Comedy,Musical,Romance;7.5;15
tt0376276;tvMovie;Turandot;Turandot;0;2002;\N;128;Music,Musical;6.8;18
tt0376570;tvSeries;DesafÃ­o de estrellas;DesafÃ­o de estrellas;0;2003;\N;\N;Musical;7.5;8
tt0377340;movie;Trust;Aetbaar;0;2004;\N;152;Action,Drama,Musical;7.8;1749
tt0377355;movie;This Is the Song You Need;Alt for Egil;0;2004;\N;90;Comedy,Drama,Musical;2.8;22
tt0377605;short;Casual Friday;Casual Friday;0;2003;\N;9;Musical,Romance,Sci-Fi;8.3;10
tt0378012;video;H.M.S. Pinafore;H.M.S. Pinafore;0;2003;\N;\N;Musical;8.6;495
tt0378262;movie;Little Longnose;Karlik Nos;0;2003;\N;82;Animation,Fantasy,Musical;8.1;17
tt0378824;short;Surrendering in a Champion's World;Surrendering in a Champion's World;0;2003;\N;\N;Musical,Short;3.6;14
tt0379307;movie;Greendale;Greendale;0;2003;\N;87;Drama,Musical;7.7;83
tt0379337;videoGame;The Jungle Book: Rhythm 'n Groove;The Jungle Book: Rhythm 'n Groove;0;2001;\N;\N;Musical;7.8;138
tt0379836;video;Jack;Jack;0;2003;\N;120;Fantasy,Horror,Musical;8.8;2311
tt0380358;short;Fairies;Fairies;0;2003;\N;21;Drama,Musical,Short;9.3;7
tt0380741;movie;Tango, un giro extraÃ±o;Tango, un giro extraÃ±o;0;2005;\N;95;Documentary,Musical;8.4;7
tt0380822;video;Xuxa SÃ³ Para Baixinhos 4;Xuxa SÃ³ Para Baixinhos 4;0;2003;\N;\N;Family,Fantasy,Musical;6.0;10
tt0380891;tvSeries;Fahrenheit;Fahrenheit;0;2003;2004;35;Documentary,Musical;6.6;34
tt0381090;movie;Chupke Se;Chupke Se;0;2003;\N;164;Comedy,Musical,Romance;7.3;43
tt0381187;short;Fist Power;Fist Power;0;2002;\N;5;Musical,Short;7.8;98
tt0381408;movie;Market;Market;0;2003;\N;160;Drama,Musical;6.6;34
tt0381629;short;Stubbs and Roger's Big 3D Adventure;Stubbs and Roger's Big 3D Adventure;0;2002;\N;3;Animation,Musical,Short;5.6;7
tt0382290;short;She Is Dead;She Is Dead;0;2002;\N;14;Musical,Short;7.5;24
tt0382842;movie;Meerayude Dukhavum Muthuvinte Swapnavum;Meerayude Dukhavum Muthuvinte Swapnavum;0;2003;\N;\N;Drama,Musical;7.1;110
tt0382969;tvShort;Sense of Gravity;Sense of Gravity;0;2003;\N;8;Musical,Short;8.6;11
tt0383563;short;Passionens vindue;Passionens vindue;0;2003;\N;10;Animation,Musical,Short;3.8;16
tt0383645;video;Strawberry Shortcake: Meet Strawberry Shortcake;Strawberry Shortcake: Meet Strawberry Shortcake;0;2003;\N;46;Animation,Family,Musical;7.0;6
tt0383867;tvMovie;Amelia;Amelia;0;2003;\N;60;Drama,Musical;2.8;8
tt0384096;movie;Confessions of a Thug;Confessions of a Thug;0;2005;\N;105;Crime,Musical;6.7;21
tt0384139;short;The Good Book;The Good Book;0;2003;\N;12;Musical,Short;6.8;5
tt0384439;tvMovie;Pornography: The Musical;Pornography: The Musical;0;2003;\N;55;Documentary,Musical;7.9;66
tt0384495;movie;Samurai;Samurai;0;2002;\N;140;Action,Drama,Musical;7.2;6
tt0385277;movie;The Music Man;Santouri;0;2007;\N;107;Drama,Musical,Romance;7.6;1464
tt0385664;movie;The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical;The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical;0;2003;\N;91;Comedy,Horror,Musical;6.1;7
tt0385789;movie;How to Let Girls Love You;Izzay tekhalli el-banat tehibbak;0;2003;\N;90;Comedy,Musical,Romance;8.1;8
tt0385864;tvShort;Me: The Musical;Me: The Musical;0;2003;\N;11;Musical,Short;6.8;12
tt0385988;movie;Red Riding Hood;Red Riding Hood;0;2006;\N;82;Adventure,Family,Musical;7.0;16
tt0386820;movie;Terkel in Trouble;Terkel i knibe;0;2004;\N;77;Animation,Comedy,Musical;7.7;7
tt0387032;movie;Annie Brocoli dans les fonds marins;Annie Brocoli dans les fonds marins;0;2003;\N;78;Comedy,Family,Musical;8.7;11
tt0387330;video;Jutland Dreams;Jutland Dreams;0;2006;\N;\N;Musical;8.5;483
tt0387439;short;Nerves of Steel;Nervos de AÃ§o;0;2003;\N;20;Musical,Short;8.8;6
tt0387716;tvSeries;Ama la academia;Ama la academia;0;2003;\N;\N;Drama,Musical;7.2;531
tt0387812;movie;Abrazos, tango en Buenos Aires;Abrazos, tango en Buenos Aires;0;2003;\N;85;Documentary,Musical;8.2;6
tt0388190;video;Kylie Minogue: Love at First Sight;Kylie Minogue: Love at First Sight;0;2002;\N;4;Music,Musical,Sci-Fi;7.0;651
tt0388202;movie;Libiomfi;Libiomfi;0;2003;\N;75;Drama,Musical;7.4;17
tt0388303;short;Oedipus Rex;Oedipus Rex;0;2000;\N;\N;Documentary,Musical,Short;4.9;34
tt0388769;movie;Biarkan Bintang Menari;Biarkan Bintang Menari;0;2003;\N;112;Drama,Musical;7.8;12
tt0389245;short;Pantomimus;Pantomimus;0;2003;\N;11;Comedy,Musical,Short;5.4;5
tt0389568;tvSeries;Don Darvelio's Secret;Alegrijes y rebujos;0;2003;\N;60;Family,Fantasy,Musical;6.9;9
tt0389597;tvSeries;Clap!... El lugar de tus sueÃ±os;Clap!... El lugar de tus sueÃ±os;0;2003;2004;60;Drama,Musical,Romance;5.0;6
tt0389851;video;Chess;Chess;0;2003;\N;127;Musical;8.4;5
tt0390061;video;La gran mentira del rock'n'roll;La gran mentira del rock'n'roll;0;2002;\N;60;Comedy,Musical;8.0;22
tt0390192;movie;Logic of the Birds;Logic of the Birds;0;2002;\N;\N;Musical;6.1;2708
tt0390302;tvMovie;The Nick at Nite Holiday Special;The Nick at Nite Holiday Special;0;2003;\N;60;Comedy,Musical;3.4;7
tt0390785;tvSeries;Tv.gasten;Tv.gasten;0;2003;\N;\N;Musical;8.8;14
tt0390895;tvMovie;La belle et la toute petite bÃªte;La belle et la toute petite bÃªte;0;2003;\N;120;Comedy,Fantasy,Musical;8.2;220
tt0391246;short;Isabella Rico;Isabella Rico;0;2002;\N;15;Musical,Short;9.4;4353
tt0391441;video;Sandy & Junior Quatro EstaÃ§Ãµes;Sandy & Junior Quatro EstaÃ§Ãµes;0;2000;\N;147;Musical;4.8;6
tt0392096;tvMovie;Have a Little Faith;Have a Little Faith;0;2003;\N;\N;Musical;7.7;46
tt0392350;movie;Live;Live;0;2004;\N;\N;Musical;4.5;15
tt0392776;video;Silver Scream;Silver Scream;0;2003;\N;91;Comedy,Horror,Musical;8.1;89
tt0393145;short;Chaos;Chaos;0;2002;\N;28;Musical,Short;7.8;6
tt0393582;video;Pecan Pie;Pecan Pie;0;2003;\N;2;Comedy,Musical,Short;3.9;10
tt0393956;movie;Viva;Viva;0;2007;\N;120;Comedy,Drama,Musical;3.9;7
tt0395112;short;Bin Can Can;Bin Can Can;0;2002;\N;2;Animation,Musical,Short;7.9;17
tt0395181;tvMovie;Itse valtiaat - Kuningasmusikaali;Itse valtiaat - Kuningasmusikaali;0;2003;\N;45;Animation,Comedy,Musical;7.0;6
tt0395251;movie;The Producers;The Producers;0;2005;\N;134;Comedy,Musical;5.0;53157
tt0395890;tvSeries;Paco y Veva;Paco y Veva;0;2004;2004;60;Comedy,Musical,Romance;5.7;30
tt0396057;movie;Hum Pyar Tumhi Se Kar Baithe;Hum Pyar Tumhi Se Kar Baithe;0;2002;\N;138;Musical,Romance;7.2;12
tt0396112;movie;Ma vie en cinÃ©mascope;Ma vie en cinÃ©mascope;0;2004;\N;105;Biography,Drama,Musical;5.5;1670
tt0396517;tvMovie;Busted: Christmas for Everyone;Busted: Christmas for Everyone;0;2003;\N;30;Adventure,Comedy,Musical;7.3;63
tt0396690;movie;Kisna: The Warrior Poet;Kisna: The Warrior Poet;0;2005;\N;170;Drama,History,Musical;8.4;101
tt0397322;short;Audition Tape;Audition Tape;0;2003;\N;4;Comedy,Musical,Short;5.6;5376
tt0397542;short;Mulit;Mulit;0;2003;\N;10;Musical,Short;6.8;53
tt0397620;movie;Santo Domingo Blues: Los Tigueres de la Bachata;Santo Domingo Blues: Los Tigueres de la Bachata;0;2004;\N;73;Documentary,Musical;7.8;18
tt0397793;tvSeries;Gran musical;Gran musical;0;2003;\N;\N;Musical;6.3;109
tt0398662;short;After the Fox;After the Fox;0;2000;\N;4;Musical,Short;3.9;10
tt0399341;tvMovie;Meier Marilyn;Meier Marilyn;0;2003;\N;90;Comedy,Musical;2.2;44
tt0399768;short;Timeless;Timeless;0;2002;\N;4;Musical,Short;6.7;41
tt0400054;tvSeries;Vox pop;Vox pop;0;2003;\N;\N;Musical;6.6;13
tt0400150;movie;Alive;Alive;0;2004;\N;85;Comedy,Drama,Musical;3.6;4082
tt0400571;movie;Kaun Hai Jo Sapno Mein Aaya;Kaun Hai Jo Sapno Mein Aaya;0;2004;\N;127;Musical;7.7;9
tt0400650;tvMovie;Mendy - Das Wusical;Mendy - Das Wusical;0;2003;\N;120;Comedy,Musical;7.9;8
tt0400983;tvSeries;Bollywood Lounge;Bollywood Lounge;0;2002;\N;\N;Musical;8.0;59
tt0400984;tvSeries;Bollywood Tonight;Bollywood Tonight;0;2002;\N;\N;Musical;7.6;51
tt0400987;tvSeries;Los Buenos dÃ­as de HTV;Los Buenos dÃ­as de HTV;0;2001;2003;60;Musical;7.8;44
tt0400996;tvSeries;Daud;Daud;0;2002;\N;\N;Musical;7.3;62
tt0401004;tvSeries;Exposure;Exposure;0;2002;\N;\N;Musical;7.4;61
tt0401007;tvSeries;Film Topper: 301 Series;Film Topper: 301 Series;0;2000;\N;\N;Musical;7.3;48
tt0401009;tvSeries;Garam;Garam;0;2002;\N;\N;Musical;8.2;51
tt0401015;tvSeries;Hit Filmein Hit Sangeet - 20 M;Hit Filmein Hit Sangeet - 20 M;0;2000;\N;\N;Musical;8.4;61
tt0401054;tvSeries;Radio Bandh;Radio Bandh;0;2000;\N;\N;Musical;7.2;30
tt0401082;tvSeries;[V] Smash Hits;[V] Smash Hits;0;2000;\N;\N;Musical;4.5;1296
tt0401813;video;Taboo;Taboo;0;2003;\N;145;Musical;8.4;26
tt0402606;movie;Suno Sasurjee;Suno Sasurjee;0;2004;\N;169;Action,Comedy,Musical;7.2;23
tt0402958;tvMovie;La decada furiosa;La decada furiosa;0;2003;\N;120;Musical;7.4;127
tt0403448;short;Rent-a-Person;Rent-a-Person;0;2004;\N;12;Comedy,Musical,Romance;7.2;5
